City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Maniitsoq,GL,65.4167,-52.9,7.47,79,100,22.7,overcast clouds
697,Buenos Aires,AR,-34.6132,-58.3772,65.97,71,40,9.22,scattered clouds
698,Terrace Bay,CA,48.7834,-87.1,-16.98,93,20,6.67,few clouds
699,Whitehorse,CA,60.7161,-135.0538,30.97,80,75,23.02,broken clouds
700,Santana Do Livramento,BR,-30.8908,-55.5328,64.0,64,84,10.04,broken clouds
701,Phalaborwa,ZA,-23.943,31.1411,74.48,90,96,2.33,overcast clouds
702,Grindavik,IS,63.8424,-22.4338,40.95,93,75,24.16,broken clouds
703,Beloha,MG,-25.1667,45.05,72.39,71,1,10.27,clear sky
704,Robertsport,LR,6.7533,-11.3686,79.2,77,93,3.44,light rain
705,Puerto Carreno,CO,6.189,-67.4859,75.9,43,73,6.46,broken clouds
706,Boyolangu,ID,-8.1181,111.8935,83.53,70,100,2.64,overcast clouds
707,Tommot,RU,58.9564,126.2925,-0.08,96,100,9.06,light snow
708,San Fernando,PH,15.0286,120.6898,91.49,51,31,4.94,scattered clouds
709,Tromso,NO,69.6496,18.957,27.37,100,100,6.91,overcast clouds
710,Ascension,US,30.2169,-90.9001,50.0,54,0,6.91,clear sky
711,Itarema,BR,-2.9248,-39.9167,74.93,89,100,7.38,overcast clouds
712,Otane,NZ,-39.8833,176.6333,71.38,38,33,9.04,scattered clouds
713,Camalobalo,PH,10.2731,122.9505,87.67,60,96,5.97,overcast clouds
714,Manturovo,RU,58.3353,44.7619,5.07,96,100,7.09,overcast clouds
715,Bage,BR,-31.3314,-54.1069,60.58,88,0,3.44,clear sky
716,Tigil,RU,57.8,158.6667,12.07,96,100,2.75,overcast clouds
